date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:49:45	66879/66879	---M--	200	added ('OK')	image/jpeg	etag:%221053f-5269779817e0a%22	http://agnii.org/assets/images/founder_portrait.jpg	C:/My%20Web%20Sites/Agnii/agnii.org/assets/images/founder_portrait.jpg	(from http://agnii.org/about.html)
19:49:48	22768/22768	---M--	200	added ('OK')	image/jpeg	etag:%2258f0-526977cf68085%22	http://agnii.org/assets/team/Harish.jpg	C:/My%20Web%20Sites/Agnii/agnii.org/assets/team/Harish.jpg	(from http://agnii.org/about.html)
19:49:49	25586/25586	---M--	200	added ('OK')	image/jpeg	etag:%2263f2-526977cf6808c%22	http://agnii.org/assets/team/Jayaram.jpg	C:/My%20Web%20Sites/Agnii/agnii.org/assets/team/Jayaram.jpg	(from http://agnii.org/about.html)
19:49:52	21462/21462	---M--	200	added ('OK')	image/jpeg	etag:%2253d6-526977d05c2c2%22	http://agnii.org/assets/team/Kumaresh.jpg	C:/My%20Web%20Sites/Agnii/agnii.org/assets/team/Kumaresh.jpg	(from http://agnii.org/about.html)
19:49:53	25397/25397	---M--	200	added ('OK')	image/jpeg	etag:%226335-526977d05c2c9%22	http://agnii.org/assets/team/Palani.jpg	C:/My%20Web%20Sites/Agnii/agnii.org/assets/team/Palani.jpg	(from http://agnii.org/about.html)
19:49:56	16054/16054	---M--	200	added ('OK')	image/jpeg	etag:%223eb6-526977d05c2e6%22	http://agnii.org/assets/team/Ram.jpg	C:/My%20Web%20Sites/Agnii/agnii.org/assets/team/Ram.jpg	(from http://agnii.org/about.html)
19:50:03	66657/66657	---M--	200	added ('OK')	image/jpeg	etag:%2210461-526977d15050a%22	http://agnii.org/assets/team/Raja.jpg	C:/My%20Web%20Sites/Agnii/agnii.org/assets/team/Raja.jpg	(from http://agnii.org/about.html)
19:50:03	228/228	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2017%20Mar%202017%2014:20:04%20GMT	http://agnii.org/assets/images/_designed_by.png	C:/My%20Web%20Sites/Agnii/agnii.org/assets/images/_designed_by.1e.delayed	(from http://agnii.org/about.html)
19:50:03	413652/413652	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2264fd4-52697777ab1b4%22	http://agnii.org/assets/fonts/nyala.eot	C:/My%20Web%20Sites/Agnii/agnii.org/assets/fonts/nyala.eot	(from http://agnii.org/header.css)
19:50:03	1464/1464	---M--	200	added ('OK')	application/javascript	etag:%225b8-5266ff23f18d9%22	http://agnii.org/media.js	C:/My%20Web%20Sites/Agnii/agnii.org/media.js	(from http://agnii.org/sitemap.html)
19:50:04	718/718	---M--	200	added ('OK')	text/css	etag:%222ce-5266ff1974042%22	http://agnii.org/media.css	C:/My%20Web%20Sites/Agnii/agnii.org/media.css	(from http://agnii.org/sitemap.html)
19:50:04	4178/4178	---M-Z	200	added ('OK')	text/html	etag:%221052-5266ff0c1a0ff-gzip%22	http://agnii.org/index.html	C:/My%20Web%20Sites/Agnii/agnii.org/index-2.html	(from http://agnii.org/sitemap.html)
19:50:04	6984/6984	---M-Z	200	added ('OK')	text/html	etag:%221b48-5266ff0849792-gzip%22	http://agnii.org/activities.html	C:/My%20Web%20Sites/Agnii/agnii.org/activities.html	(from http://agnii.org/sitemap.html)
19:50:05	1998/1998	---M-Z	200	added ('OK')	text/html	etag:%227ce-52851897288c0-gzip%22	http://agnii.org/contact.html	C:/My%20Web%20Sites/Agnii/agnii.org/contact.html	(from http://agnii.org/sitemap.html)
19:50:05	5689/5689	---M-Z	200	added ('OK')	text/html	etag:%221639-5266ff093d9cd-gzip%22	http://agnii.org/media.html	C:/My%20Web%20Sites/Agnii/agnii.org/media.html	(from http://agnii.org/sitemap.html)
19:50:05	63814/63814	---M--	200	added ('OK')	image/jpeg	etag:%22f946-526977d150524%22	http://agnii.org/assets/team/Sujith.jpg	C:/My%20Web%20Sites/Agnii/agnii.org/assets/team/Sujith.jpg	(from http://agnii.org/about.html)
19:50:06	413480/413480	---M--	200	added ('OK')	application/x-font-ttf	etag:%2264f28-5269777b7bac7%22	http://agnii.org/assets/fonts/nyala.ttf	C:/My%20Web%20Sites/Agnii/agnii.org/assets/fonts/nyala.ttf	(from http://agnii.org/header.css)
19:50:42	2082/2082	---M--	200	added ('OK')	application/javascript	etag:%22822-5266ff22fd6a1%22	http://agnii.org/activities.js	C:/My%20Web%20Sites/Agnii/agnii.org/activities.js	(from http://agnii.org/activities.html)
19:50:42	932/932	---M--	200	added ('OK')	text/css	etag:%223a4-5266ff187fdd5%22	http://agnii.org/activities.css	C:/My%20Web%20Sites/Agnii/agnii.org/activities.css	(from http://agnii.org/activities.html)
19:50:46	57248/57248	---M--	200	added ('OK')	image/jpeg	etag:%22dfa0-5269775cf7299%22	http://agnii.org/assets/drum_circle/thumb.jpg	C:/My%20Web%20Sites/Agnii/agnii.org/assets/drum_circle/thumb.jpg	(from http://agnii.org/activities.html)
19:50:53	39652/39652	---M--	200	added ('OK')	image/jpeg	etag:%229ae4-526977953b765%22	http://agnii.org/assets/hollow_man/thumb.jpg	C:/My%20Web%20Sites/Agnii/agnii.org/assets/hollow_man/thumb.jpg	(from http://agnii.org/activities.html)
19:50:55	68419/68419	---M--	200	added ('OK')	image/jpeg	etag:%2210b43-526977e36eff4%22	http://agnii.org/assets/theatre/thumb.jpg	C:/My%20Web%20Sites/Agnii/agnii.org/assets/theatre/thumb.jpg	(from http://agnii.org/activities.html)
19:50:57	80432/80432	---M--	200	added ('OK')	image/jpeg	etag:%2213a30-5269776b45453%22	http://agnii.org/assets/drum_show/thumb.jpg	C:/My%20Web%20Sites/Agnii/agnii.org/assets/drum_show/thumb.jpg	(from http://agnii.org/activities.html)
19:51:00	15014/15014	---M--	200	added ('OK')	image/jpeg	etag:%223aa6-5269774f9d301%22	http://agnii.org/assets/balloon_act/thumb.jpg	C:/My%20Web%20Sites/Agnii/agnii.org/assets/balloon_act/thumb.jpg	(from http://agnii.org/activities.html)
19:51:00	40187/40187	---M--	200	added ('OK')	image/jpeg	etag:%229cfb-526977cd7fc50%22	http://agnii.org/assets/puppet_show/thumb.jpg	C:/My%20Web%20Sites/Agnii/agnii.org/assets/puppet_show/thumb.jpg	(from http://agnii.org/activities.html)
19:51:00	419/419	---M--	200	added ('OK')	text/css	etag:%221a3-5266ff1974022%22	http://agnii.org/contact.css	C:/My%20Web%20Sites/Agnii/agnii.org/contact.css	(from http://agnii.org/contact.html)
19:51:00	32144/32144	---M--	200	added ('OK')	image/jpeg	etag:%227d90-526977ac1ed64%22	http://agnii.org/assets/mural_painting/thumb.jpg	C:/My%20Web%20Sites/Agnii/agnii.org/assets/mural_painting/thumb.jpg	(from http://agnii.org/activities.html)
19:51:19	230661/230661	---M--	200	added ('OK')	image/jpeg	etag:%2238505-52697773da89e%22	http://agnii.org/assets/fire_dance/thumb.jpg	C:/My%20Web%20Sites/Agnii/agnii.org/assets/fire_dance/thumb.jpg	(from http://agnii.org/activities.html)
19:51:28	171056/171056	---M--	200	added ('OK')	image/jpeg	etag:%2229c30-526977aefb456%22	http://agnii.org/assets/newspaper/1.jpg	C:/My%20Web%20Sites/Agnii/agnii.org/assets/newspaper/1.jpg	(from http://agnii.org/media.html)
19:51:29	173783/173783	---M--	200	added ('OK')	image/jpeg	etag:%222a6d7-526977aefb494%22	http://agnii.org/assets/newspaper/2.jpg	C:/My%20Web%20Sites/Agnii/agnii.org/assets/newspaper/2.jpg	(from http://agnii.org/media.html)
19:51:29	184880/184880	---M--	200	added ('OK')	image/jpeg	etag:%222d230-526977bb61162%22	http://agnii.org/assets/newspaper/8.jpg	C:/My%20Web%20Sites/Agnii/agnii.org/assets/newspaper/8.jpg	(from http://agnii.org/media.html)
19:51:58	240347/240347	---M--	200	added ('OK')	image/jpeg	etag:%223aadb-526977b1d7ae6%22	http://agnii.org/assets/newspaper/3.jpg	C:/My%20Web%20Sites/Agnii/agnii.org/assets/newspaper/3.jpg	(from http://agnii.org/media.html)
19:51:59	181141/181141	---M--	200	added ('OK')	image/jpeg	etag:%222c395-526977b69c693%22	http://agnii.org/assets/newspaper/6.jpg	C:/My%20Web%20Sites/Agnii/agnii.org/assets/newspaper/6.jpg	(from http://agnii.org/media.html)
19:52:05	28232/28232	---M--	200	added ('OK')	image/jpeg	etag:%221333651871%22	http://img.youtube.com/vi/LdpLXmsh01k/0.jpg	C:/My%20Web%20Sites/Agnii/img.youtube.com/vi/LdpLXmsh01k/0.jpg	(from http://agnii.org/media.html)
19:52:06	232582/232582	---M--	200	added ('OK')	image/jpeg	etag:%2238c86-526977b978d6c%22	http://agnii.org/assets/newspaper/5.jpg	C:/My%20Web%20Sites/Agnii/agnii.org/assets/newspaper/5.jpg	(from http://agnii.org/media.html)
19:52:10	19377/19377	---M--	200	added ('OK')	image/jpeg	etag:%220%22	http://img.youtube.com/vi/zrp4gDg8dHA/0.jpg	C:/My%20Web%20Sites/Agnii/img.youtube.com/vi/zrp4gDg8dHA/0.jpg	(from http://agnii.org/media.html)
19:52:14	22517/22517	---M--	200	added ('OK')	image/jpeg	etag:%220%22	http://img.youtube.com/vi/GlepPta1kb4/0.jpg	C:/My%20Web%20Sites/Agnii/img.youtube.com/vi/GlepPta1kb4/0.jpg	(from http://agnii.org/media.html)
19:52:18	19644/19644	---M--	200	added ('OK')	image/jpeg	etag:%220%22	http://img.youtube.com/vi/F7wEPVH1dVw/0.jpg	C:/My%20Web%20Sites/Agnii/img.youtube.com/vi/F7wEPVH1dVw/0.jpg	(from http://agnii.org/media.html)
19:52:19	90451/90451	---M--	200	added ('OK')	image/png	etag:%2216153-52697748f0364%22	http://agnii.org/assets/play_button.png	C:/My%20Web%20Sites/Agnii/agnii.org/assets/play_button.png	(from http://agnii.org/media.html)
19:52:20	4151/4151	---M--	200	added ('OK')	image/jpeg	etag:%220%22	http://img.youtube.com/vi/l7dygPJgFk8/1.jpg	C:/My%20Web%20Sites/Agnii/img.youtube.com/vi/l7dygPJgFk8/1.jpg	(from http://agnii.org/media.html)
19:52:22	9260/9260	---M--	200	added ('OK')	image/jpeg	etag:%220%22	http://img.youtube.com/vi/KBTflcGpH9Q/0.jpg	C:/My%20Web%20Sites/Agnii/img.youtube.com/vi/KBTflcGpH9Q/0.jpg	(from http://agnii.org/media.html)
19:52:23	17313/17313	---M--	200	added ('OK')	image/jpeg	etag:%220%22	http://img.youtube.com/vi/-qDVKUtakPY/0.jpg	C:/My%20Web%20Sites/Agnii/img.youtube.com/vi/-qDVKUtakPY/0.jpg	(from http://agnii.org/media.html)
19:52:25	16417/16417	---M--	200	added ('OK')	image/jpeg	etag:%220%22	http://img.youtube.com/vi/QPdNIJk_YBk/0.jpg	C:/My%20Web%20Sites/Agnii/img.youtube.com/vi/QPdNIJk_YBk/0.jpg	(from http://agnii.org/media.html)
19:52:25	371842/371842	---M--	200	added ('OK')	image/jpeg	etag:%225ac82-526977b3bffec%22	http://agnii.org/assets/newspaper/4.jpg	C:/My%20Web%20Sites/Agnii/agnii.org/assets/newspaper/4.jpg	(from http://agnii.org/media.html)
19:52:25	4793/4793	---M--	200	added ('OK')	image/jpeg	etag:%220%22	http://img.youtube.com/vi/36f21qe5t6I/3.jpg	C:/My%20Web%20Sites/Agnii/img.youtube.com/vi/36f21qe5t6I/3.jpg	(from http://agnii.org/media.html)
19:52:26	211204/211204	---M--	200	added ('OK')	image/jpeg	etag:%2233904-526977b978cee%22	http://agnii.org/assets/newspaper/7.jpg	C:/My%20Web%20Sites/Agnii/agnii.org/assets/newspaper/7.jpg	(from http://agnii.org/media.html)
19:52:28	23547/23547	---M--	200	added ('OK')	image/jpeg	etag:%220%22	http://img.youtube.com/vi/jc5Svwtmeis/0.jpg	C:/My%20Web%20Sites/Agnii/img.youtube.com/vi/jc5Svwtmeis/0.jpg	(from http://agnii.org/media.html)
19:52:28	20545/20545	---M--	200	added ('OK')	image/jpeg	etag:%220%22	http://img.youtube.com/vi/2n9am7TuXBo/0.jpg	C:/My%20Web%20Sites/Agnii/img.youtube.com/vi/2n9am7TuXBo/0.jpg	(from http://agnii.org/media.html)
19:52:28	21773/21773	---M--	200	added ('OK')	image/jpeg	etag:%220%22	http://img.youtube.com/vi/hcJ2YH_c9lQ/0.jpg	C:/My%20Web%20Sites/Agnii/img.youtube.com/vi/hcJ2YH_c9lQ/0.jpg	(from http://agnii.org/media.html)
